tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	MT	11.6	257.6	-16.1	5.1	2	15	100.0	BRa.27a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:00:06	u	Sandstone	903.0	473.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.27	pmagpy-4.2.113: demag_gui	BRa.27a
This study	HT	0.0	254.8	0.8	3.2	2	12	100.0	BRa.27a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:00:06	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.27	pmagpy-4.2.113: demag_gui	BRa.27a
This study	HT	0.0	208.7	43.1	2.2	2	11	0.0	BRa.28a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:01:20	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.28	pmagpy-4.2.113: demag_gui	BRa.28a
This study	MT	12.4	236.2	48.2	6.8	2	17	0.0	BRa.28a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:01:20	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.28	pmagpy-4.2.113: demag_gui	BRa.28a
This study	HT	0.0	252.6	13.3	2.2	2	11	100.0	BRa.28a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:01:20	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.28	pmagpy-4.2.113: demag_gui	BRa.28a
This study	MT	12.4	264.0	-3.0	6.8	2	17	100.0	BRa.28a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:01:20	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.28	pmagpy-4.2.113: demag_gui	BRa.28a
This study	HT	0.0	212.7	27.4	2.3	2	8	0.0	BRa.29a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:02:31	u	Sandstone	962.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.29	pmagpy-4.2.113: demag_gui	BRa.29a
This study	MT	10.6	227.4	32.0	13.9	2	18	0.0	BRa.29a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:02:31	u	Sandstone	928.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.29	pmagpy-4.2.113: demag_gui	BRa.29a
This study	HT	0.0	237.9	6.4	2.3	2	8	100.0	BRa.29a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:02:31	u	Sandstone	962.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.29	pmagpy-4.2.113: demag_gui	BRa.29a
This study	MT	10.6	246.4	-4.2	13.9	2	18	100.0	BRa.29a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:02:31	u	Sandstone	928.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.29	pmagpy-4.2.113: demag_gui	BRa.29a
This study	MT	13.7	249.4	27.5	5.3	2	15	0.0	BRa.2a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:19:00	u	Sandstone	903.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.2	pmagpy-4.2.113: demag_gui	BRa.2a
This study	HT	0.0	202.1	30.9	4.6	2	9	0.0	BRa.2a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:19:00	u	Sandstone	962.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.2	pmagpy-4.2.113: demag_gui	BRa.2a
This study	MT	13.7	252.0	-23.0	5.3	2	15	100.0	BRa.2a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:19:00	u	Sandstone	903.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.2	pmagpy-4.2.113: demag_gui	BRa.2a
This study	HT	0.0	239.3	16.2	4.6	2	9	100.0	BRa.2a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:19:00	u	Sandstone	962.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.2	pmagpy-4.2.113: demag_gui	BRa.2a
This study	MT	4.9	249.8	39.6	5.9	2	18	0.0	BRa.31a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:03:39	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.31	pmagpy-4.2.113: demag_gui	BRa.31a
This study	HT	0.0	241.1	41.9	2.0	2	12	0.0	BRa.31a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:03:39	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.31	pmagpy-4.2.113: demag_gui	BRa.31a
This study	MT	4.9	262.4	-15.9	5.9	2	18	100.0	BRa.31a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:03:39	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.31	pmagpy-4.2.113: demag_gui	BRa.31a
This study	HT	0.0	260.3	-9.3	2.0	2	12	100.0	BRa.31a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:03:39	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.31	pmagpy-4.2.113: demag_gui	BRa.31a
This study	MT	2.8	244.5	44.1	9.7	2	17	0.0	BRa.32a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:05:40	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.32	pmagpy-4.2.113: demag_gui	BRa.32a
This study	HT	0.0	241.3	43.1	1.1	2	12	0.0	BRa.32a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:05:40	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.32	pmagpy-4.2.113: demag_gui	BRa.32a
This study	MT	2.8	263.6	-10.1	9.7	2	17	100.0	BRa.32a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:05:40	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.32	pmagpy-4.2.113: demag_gui	BRa.32a
This study	HT	0.0	261.5	-8.7	1.1	2	12	100.0	BRa.32a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:05:40	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.32	pmagpy-4.2.113: demag_gui	BRa.32a
This study	HT	0.0	243.8	34.8	1.2	2	8	0.0	BRa.33a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:06:47	u	Sandstone	962.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.33	pmagpy-4.2.113: demag_gui	BRa.33a
This study	MT	2.6	246.4	37.5	6.9	2	18	0.0	BRa.33a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:06:47	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.33	pmagpy-4.2.113: demag_gui	BRa.33a
This study	HT	0.0	255.5	-14.9	1.2	2	8	100.0	BRa.33a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:06:47	u	Sandstone	962.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.33	pmagpy-4.2.113: demag_gui	BRa.33a
This study	MT	2.6	259.0	-15.1	6.9	2	18	100.0	BRa.33a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:06:47	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.33	pmagpy-4.2.113: demag_gui	BRa.33a
This study	HT	0.0	254.2	36.6	1.8	2	8	0.0	BRa.34a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:07:53	u	Sandstone	962.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.34	pmagpy-4.2.113: demag_gui	BRa.34a
This study	MT	0.6	256.8	38.5	16.5	2	18	0.0	BRa.34a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:07:53	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.34	pmagpy-4.2.113: demag_gui	BRa.34a
This study	HT	0.0	262.4	-20.6	1.8	2	8	100.0	BRa.34a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:07:53	u	Sandstone	962.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.34	pmagpy-4.2.113: demag_gui	BRa.34a
This study	MT	0.6	265.3	-20.7	16.5	2	18	100.0	BRa.34a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:07:53	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.34	pmagpy-4.2.113: demag_gui	BRa.34a
This study	MT	19.3	229.7	38.7	17.6	2	16	0.0	BRa.35a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:09:01	u	Sandstone	923.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.35	pmagpy-4.2.113: demag_gui	BRa.35a
This study	HT	0.0	197.0	39.6	3.6	2	8	0.0	BRa.35a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:09:01	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.35	pmagpy-4.2.113: demag_gui	BRa.35a
This study	MT	19.3	253.4	-3.1	17.6	2	16	100.0	BRa.35a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:09:01	u	Sandstone	923.0	673.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.35	pmagpy-4.2.113: demag_gui	BRa.35a
This study	HT	0.0	247.8	21.5	3.6	2	8	100.0	BRa.35a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:09:01	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.35	pmagpy-4.2.113: demag_gui	BRa.35a
This study	HT	0.0	199.7	35.5	3.1	2	1	0.0	BRa.36a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:10:12	u	Sandstone	962.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.36	pmagpy-4.2.113: demag_gui	BRa.36a
This study	MT	11.4	215.5	37.9	8.3	2	18	0.0	BRa.36a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:10:12	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.36	pmagpy-4.2.113: demag_gui	BRa.36a
This study	HT	0.0	243.7	18.9	3.1	2	1	100.0	BRa.36a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:10:12	u	Sandstone	962.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.36	pmagpy-4.2.113: demag_gui	BRa.36a
This study	MT	11.4	248.8	7.0	8.3	2	18	100.0	BRa.36a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:10:12	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.36	pmagpy-4.2.113: demag_gui	BRa.36a
This study	HT	0.0	189.5	27.5	2.3	2	9	0.0	BRa.3a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:20:13	u	Sandstone	962.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.3	pmagpy-4.2.113: demag_gui	BRa.3a
This study	MT	24.0	243.9	30.5	3.9	2	15	0.0	BRa.3a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:20:13	u	Sandstone	903.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.3	pmagpy-4.2.113: demag_gui	BRa.3a
This study	HT	0.0	234.0	26.6	2.3	2	9	100.0	BRa.3a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:20:13	u	Sandstone	962.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.3	pmagpy-4.2.113: demag_gui	BRa.3a
This study	MT	24.0	251.8	-17.3	3.9	2	15	100.0	BRa.3a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:20:13	u	Sandstone	903.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.3	pmagpy-4.2.113: demag_gui	BRa.3a
This study	MT	20.3	243.5	33.2	3.7	2	15	0.0	BRa.4a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:23:57	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.4	pmagpy-4.2.113: demag_gui	BRa.4a
This study	HT	0.0	193.0	26.2	3.6	2	8	0.0	BRa.4a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:23:57	u	Sandstone	960.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.4	pmagpy-4.2.113: demag_gui	BRa.4a
This study	MT	20.3	254.0	-15.6	3.7	2	15	100.0	BRa.4a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:23:57	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.4	pmagpy-4.2.113: demag_gui	BRa.4a
This study	HT	0.0	233.0	23.3	3.6	2	8	100.0	BRa.4a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:23:57	u	Sandstone	960.0	944.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.4	pmagpy-4.2.113: demag_gui	BRa.4a
This study	MT	29.9	238.1	31.7	4.8	2	15	0.0	BRa.5a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:25:06	u	Sandstone	903.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.5	pmagpy-4.2.113: demag_gui	BRa.5a
This study	HT	0.0	178.1	21.3	1.6	2	12	0.0	BRa.5a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:25:06	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.5	pmagpy-4.2.113: demag_gui	BRa.5a
This study	MT	29.9	250.3	-12.4	4.8	2	15	100.0	BRa.5a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:25:06	u	Sandstone	903.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.5	pmagpy-4.2.113: demag_gui	BRa.5a
This study	HT	0.0	225.6	36.3	1.6	2	12	100.0	BRa.5a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:25:06	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.5	pmagpy-4.2.113: demag_gui	BRa.5a
This study	HT	0.0	142.3	23.0	2.2	2	12	0.0	BRa.6a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:26:16	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	b	BRa.6	pmagpy-4.2.113: demag_gui	BRa.6a
This study	MT	17.1	168.6	33.0	5.7	2	18	0.0	BRa.6a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:26:16	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	b	BRa.6	pmagpy-4.2.113: demag_gui	BRa.6a
This study	HT	0.0	231.6	69.2	2.2	2	12	100.0	BRa.6a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:26:16	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	b	BRa.6	pmagpy-4.2.113: demag_gui	BRa.6a
This study	MT	17.1	241.2	44.5	5.7	2	18	100.0	BRa.6a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:26:16	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	b	BRa.6	pmagpy-4.2.113: demag_gui	BRa.6a
This study	MT	9.2	249.7	55.3	4.7	2	14	0.0	BRa.7a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:27:29	u	Sandstone	893.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.7	pmagpy-4.2.113: demag_gui	BRa.7a
This study	HT	0.0	225.9	50.1	8.3	2	12	0.0	BRa.7a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:27:29	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.7	pmagpy-4.2.113: demag_gui	BRa.7a
This study	MT	9.2	274.6	-5.7	4.7	2	14	100.0	BRa.7a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:27:29	u	Sandstone	893.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.7	pmagpy-4.2.113: demag_gui	BRa.7a
This study	HT	0.0	262.8	3.9	8.3	2	12	100.0	BRa.7a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:27:29	u	Sandstone	962.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.7	pmagpy-4.2.113: demag_gui	BRa.7a
This study	HT	0.0	224.7	26.4	2.7	2	3	0.0	BRa.8a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:34:10	u	Sandstone	944.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.8	pmagpy-4.2.113: demag_gui	BRa.8a
This study	MT	8.4	245.5	36.3	2.6	2	18	0.0	BRa.8a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:34:10	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.8	pmagpy-4.2.113: demag_gui	BRa.8a
This study	HT	0.0	240.3	-4.1	2.7	2	3	100.0	BRa.8a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:34:10	u	Sandstone	944.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.8	pmagpy-4.2.113: demag_gui	BRa.8a
This study	MT	8.4	257.5	-15.2	2.6	2	18	100.0	BRa.8a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 02:34:10	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.8	pmagpy-4.2.113: demag_gui	BRa.8a
This study	MT	12.2	220.5	31.5	8.2	2	17	0.0	BRa.9a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:30:09	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRa.9	pmagpy-4.2.113: demag_gui	BRa.9a
This study	HT	0.0	204.5	25.1	2.7	2	8	0.0	BRa.9a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:30:09	u	Sandstone	962.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRa.9	pmagpy-4.2.113: demag_gui	BRa.9a
This study	MT	12.2	243.9	1.1	8.2	2	17	100.0	BRa.9a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:30:09	u	Sandstone	923.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRa.9	pmagpy-4.2.113: demag_gui	BRa.9a
This study	HT	0.0	233.9	13.0	2.7	2	8	100.0	BRa.9a:LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2018-11-14 01:30:09	u	Sandstone	962.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRa.9	pmagpy-4.2.113: demag_gui	BRa.9a
This study	HT	0.0	263.7	-2.2	1.8	2	7	100.0	BRb.10a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:19:10	u	Sandstone	955.0	937.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRb.10	pmagpy-4.2.113: demag_gui	BRb.10a
This study	MT	4.6	242.3	43.4	7.5	2	12	0.0	BRb.10a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:19:10	u	Sandstone	903.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRb.10	pmagpy-4.2.113: demag_gui	BRb.10a
This study	HT	0.0	234.9	48.4	1.8	2	7	0.0	BRb.10a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:19:10	u	Sandstone	955.0	937.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRb.10	pmagpy-4.2.113: demag_gui	BRb.10a
This study	MT	4.6	262.1	-9.2	7.5	2	12	100.0	BRb.10a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:19:10	u	Sandstone	903.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRb.10	pmagpy-4.2.113: demag_gui	BRb.10a
This study	HT	0.0	234.1	55.1	2.1	2	6	0.0	BRb.11a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-04 09:28:12	u	Sandstone	951.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRb.11	pmagpy-4.2.113: demag_gui	BRb.11a
This study	MT	7.4	234.0	41.2	8.5	2	12	0.0	BRb.11a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-04 09:28:12	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRb.11	pmagpy-4.2.113: demag_gui	BRb.11a
This study	HT	0.0	269.4	1.5	2.1	2	6	100.0	BRb.11a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-04 09:28:12	u	Sandstone	951.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRb.11	pmagpy-4.2.113: demag_gui	BRb.11a
This study	MT	7.4	257.0	-5.0	8.5	2	12	100.0	BRb.11a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-04 09:28:12	u	Sandstone	913.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRb.11	pmagpy-4.2.113: demag_gui	BRb.11a
This study	MT	3.3	260.8	-30.8	8.8	2	13	100.0	BRb.13a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:23:24	u	Sandstone	923.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRb.13	pmagpy-4.2.113: demag_gui	BRb.13a
This study	MT	3.3	261.9	28.5	8.8	2	13	0.0	BRb.13a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:23:24	u	Sandstone	923.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRb.13	pmagpy-4.2.113: demag_gui	BRb.13a
This study	HT	0.0	266.3	22.8	1.8	2	4	0.0	BRb.13a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:23:24	u	Sandstone	955.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRb.13	pmagpy-4.2.113: demag_gui	BRb.13a
This study	HT	0.0	259.4	-37.7	1.8	2	4	100.0	BRb.13a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:23:24	u	Sandstone	955.0	948.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRb.13	pmagpy-4.2.113: demag_gui	BRb.13a
This study										Sedimentary	Sediment Layer			Sandstone				LP-NOMAG		BRb.14		BRb.14a
This study	MT	5.5	237.9	44.0	6.6	2	14	0.0	BRb.15a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:26:10	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRb.15	pmagpy-4.2.113: demag_gui	BRb.15a
This study	HT	0.0	256.0	-2.0	2.5	2	5	100.0	BRb.15a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:26:10	u	Sandstone	955.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRb.15	pmagpy-4.2.113: demag_gui	BRb.15a
This study	MT	5.5	261.0	-6.2	6.6	2	14	100.0	BRb.15a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:26:10	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRb.15	pmagpy-4.2.113: demag_gui	BRb.15a
This study	HT	0.0	229.7	41.6	2.5	2	5	0.0	BRb.15a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:26:10	u	Sandstone	955.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRb.15	pmagpy-4.2.113: demag_gui	BRb.15a
This study	HT	0.0	218.6	44.1	3.5	2	4	0.0	BRb.16a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:27:31	u	Sandstone	957.0	951.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	BRb.16	pmagpy-4.2.113: demag_gui	BRb.16a
This study	MT	12.3	244.3	40.2	7.6	2	15	0.0	BRb.16a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:27:31	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRb.16	pmagpy-4.2.113: demag_gui	BRb.16a
This study	HT	0.0	255.4	6.5	3.5	2	4	100.0	BRb.16a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:27:31	u	Sandstone	957.0	951.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	BRb.16	pmagpy-4.2.113: demag_gui	BRb.16a
This study	MT	12.3	260.3	-12.2	7.6	2	15	100.0	BRb.16a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:27:31	u	Sandstone	933.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRb.16	pmagpy-4.2.113: demag_gui	BRb.16a
This study	MT	3.3	255.8	-13.6	7.6	2	12	100.0	BRb.17a_LP-DIR-T	Sedimentary	Sediment Layer	hargrave 2022-04-03 18:28:57	u	Sandstone	913.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRb.17	pmagpy-4.2.113: demag_gui	BRb.17a
