tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	weight	location	site
PF18-73b	PF18-73b_LP-DIR-T	PF18-73		hct	247.9	54.1	3	6	0	29.7	6.3	723	573	K		hargrave 2021-06-11 09:52:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-73
PF18-73b	PF18-73b_LP-DIR-T	PF18-73		hdt	254.9	57.0	3	13	-1	0.0	1.4	968	941	K		hargrave 2021-06-11 09:52:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-73
PF18-73b	PF18-73b_LP-DIR-T	PF18-73		lt	154.9	37.9	3	3	-1	57.4	5.1	423	323	K		hargrave 2021-06-11 09:52:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-73
PF18-74a	PF18-74a_LP-DIR-T	PF18-74		hct	271.2	-6.3	2	10	100	20.9	3.6	808	573	K		hargrave 2021-06-11 09:53:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-74
PF18-74a	PF18-74a_LP-DIR-T	PF18-74		hdt	265.0	19.3	2	12	100	0.0	0.8	968	945	K		hargrave 2021-06-11 09:53:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-74
PF18-74a		PF18-74																	This study			0.01314	Potato River Falls	PF18-74
PF18-74a	PF18-74a_LP-DIR-T	PF18-74		hct	81.3	84.0	2	10	-1	20.9	3.6	808	573	K		hargrave 2021-06-11 09:53:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-74
PF18-74a	PF18-74a_LP-DIR-T	PF18-74		hdt	272.2	69.5	2	12	-1	0.0	0.8	968	945	K		hargrave 2021-06-11 09:53:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-74
PF18-74a	PF18-74a_LP-DIR-T	PF18-74		hct	238.8	49.7	2	10	0	20.9	3.6	808	573	K		hargrave 2021-06-11 09:53:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-74
PF18-74a	PF18-74a_LP-DIR-T	PF18-74		hdt	199.4	46.0	2	12	0	0.0	0.8	968	945	K		hargrave 2021-06-11 09:53:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-74
PF18-75a		PF18-75																	This study			0.005220000000000001	Potato River Falls	PF18-75
PF18-75a	PF18-75a_LP-DIR-T	PF18-75		hdt	235.6	72.4	2	13	-1	0.0	1.5	968	941	K		hargrave 2021-06-11 09:55:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-75
PF18-75a	PF18-75a_LP-DIR-T	PF18-75		hct	142.9	76.1	2	18	-1	16.2	3.2	913	623	K		hargrave 2021-06-11 09:55:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-75
PF18-75a	PF18-75a_LP-DIR-T	PF18-75		hdt	206.9	53.5	2	13	0	0.0	1.5	968	941	K		hargrave 2021-06-11 09:55:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-75
PF18-75a	PF18-75a_LP-DIR-T	PF18-75		hct	246.7	56.2	2	18	0	16.2	3.2	913	623	K		hargrave 2021-06-11 09:55:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-75
PF18-75a	PF18-75a_LP-DIR-T	PF18-75		hdt	272.1	13.6	2	13	100	0.0	1.5	968	941	K		hargrave 2021-06-11 09:55:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-75
PF18-75a	PF18-75a_LP-DIR-T	PF18-75		hct	279.1	-8.0	2	18	100	16.2	3.2	913	623	K		hargrave 2021-06-11 09:55:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-75
PF18-76a	PF18-76a_LP-DIR-T	PF18-76		mt	357.4	65.5	3	7	-1	0.8	4.1	863	793	K		hargrave 2021-06-11 09:56:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-76
PF18-76a	PF18-76a_LP-DIR-T	PF18-76		hdt	354.2	62.9	3	15	-1	0.0	5.7	968	933	K		hargrave 2021-06-11 09:56:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-76
PF18-76a	PF18-76a_LP-DIR-T	PF18-76		lt	168.7	50.8	3	3	-1	53.2	1.1	473	373	K		hargrave 2021-06-11 09:56:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-76
PF18-76a	PF18-76a_LP-DIR-T	PF18-76		hdt	210.0	33.0	3	15	0	0.0	5.7	968	933	K		hargrave 2021-06-11 09:56:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-76
PF18-76a	PF18-76a_LP-DIR-T	PF18-76		lt	353.5	78.9	3	3	0	53.2	1.1	473	373	K		hargrave 2021-06-11 09:56:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-76
PF18-76a		PF18-76																	This study			0.01198	Potato River Falls	PF18-76
PF18-76a	PF18-76a_LP-DIR-T	PF18-76		mt	211.8	35.6	3	7	0	0.8	4.1	863	793	K		hargrave 2021-06-11 09:56:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-76
PF18-76a	PF18-76a_LP-DIR-T	PF18-76		mt	253.7	10.5	3	7	100	0.8	4.1	863	793	K		hargrave 2021-06-11 09:56:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-76
PF18-76a	PF18-76a_LP-DIR-T	PF18-76		hdt	251.0	11.9	3	15	100	0.0	5.7	968	933	K		hargrave 2021-06-11 09:56:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-76
PF18-76a	PF18-76a_LP-DIR-T	PF18-76		lt	316.7	0.1	3	3	100	53.2	1.1	473	373	K		hargrave 2021-06-11 09:56:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-76
PF18-77a	PF18-77a_LP-DIR-T	PF18-77		mt	253.0	12.7	2	9	100	3.8	5.4	853	723	K		hargrave 2021-06-11 09:58:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-77
PF18-77a	PF18-77a_LP-DIR-T	PF18-77		hdt	246.2	15.4	2	15	100	0.0	4.2	968	933	K		hargrave 2021-06-11 09:58:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-77
PF18-77a	PF18-77a_LP-DIR-T	PF18-77		mt	209.0	34.9	2	9	0	3.8	5.4	853	723	K		hargrave 2021-06-11 09:58:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-77
PF18-77a	PF18-77a_LP-DIR-T	PF18-77		mt	340.1	57.0	2	9	-1	3.8	5.4	853	723	K		hargrave 2021-06-11 09:58:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-77
PF18-77a	PF18-77a_LP-DIR-T	PF18-77		hdt	337.2	50.1	2	15	-1	0.0	4.2	968	933	K		hargrave 2021-06-11 09:58:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-77
PF18-77a		PF18-77																	This study			0.006220000000000001	Potato River Falls	PF18-77
PF18-77a	PF18-77a_LP-DIR-T	PF18-77		hdt	205.7	28.4	2	15	0	0.0	4.2	968	933	K		hargrave 2021-06-11 09:58:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-77
PF18-78a	PF18-78a_LP-DIR-T	PF18-78		hdt	256.7	0.3	3	14	100	0.0	12.2	965	933	K		hargrave 2021-06-08 09:39:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-78
PF18-78a	PF18-78a_LP-DIR-T	PF18-78		mht	284.6	-17.3	3	17	100	15.0	5.5	903	623	K		hargrave 2021-06-08 09:39:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-78
PF18-78a	PF18-78a_LP-DIR-T	PF18-78		lt	322.4	0.2	3	3	100	21.7	0.7	473	373	K		hargrave 2021-06-08 09:39:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-78
PF18-78a	PF18-78a_LP-DIR-T	PF18-78		mht	265.7	55.1	3	17	0	15.0	5.5	903	623	K		hargrave 2021-06-08 09:39:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-78
PF18-78a	PF18-78a_LP-DIR-T	PF18-78		hdt	15.4	63.9	3	14	-1	0.0	12.2	965	933	K		hargrave 2021-06-08 09:39:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-78
PF18-78a	PF18-78a_LP-DIR-T	PF18-78		hdt	224.8	37.4	3	14	0	0.0	12.2	965	933	K		hargrave 2021-06-08 09:39:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-78
PF18-78a	PF18-78a_LP-DIR-T	PF18-78		mht	95.2	64.1	3	17	-1	15.0	5.5	903	623	K		hargrave 2021-06-08 09:39:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-78
PF18-78a	PF18-78a_LP-DIR-T	PF18-78		lt	169.3	48.5	3	3	-1	21.7	0.7	473	373	K		hargrave 2021-06-08 09:39:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-78
PF18-78a		PF18-78																	This study			0.01433	Potato River Falls	PF18-78
PF18-78a	PF18-78a_LP-DIR-T	PF18-78		lt	9.0	74.4	3	3	0	21.7	0.7	473	373	K		hargrave 2021-06-08 09:39:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-78
PF18-79b	PF18-79b_LP-DIR-T	PF18-79		lt	148.2	50.7	2	3	-1	14.9	3.9	423	323	K		hargrave 2021-06-08 09:41:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-79
PF18-79b	PF18-79b_LP-DIR-T	PF18-79		lt	357.1	68.9	2	3	0	14.9	3.9	423	323	K		hargrave 2021-06-08 09:41:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-79
PF18-79b	PF18-79b_LP-DIR-T	PF18-79		mht	269.5	50.0	2	16	0	3.0	4.8	883	598	K		hargrave 2021-06-08 09:41:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-79
PF18-79b	PF18-79b_LP-DIR-T	PF18-79		lt	324.5	-6.0	2	3	100	14.9	3.9	423	323	K		hargrave 2021-06-08 09:41:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-79
PF18-79b	PF18-79b_LP-DIR-T	PF18-79		mht	282.7	-22.6	2	16	100	3.0	4.8	883	598	K		hargrave 2021-06-08 09:41:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-79
PF18-79b	PF18-79b_LP-DIR-T	PF18-79		mht	249.8	76.8	2	16	-1	3.0	4.8	883	598	K		hargrave 2021-06-08 09:41:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-79
PF18-79b		PF18-79																	This study			0.00999	Potato River Falls	PF18-79
PF18-7a	PF18-7a_LP-DIR-T	PF18-7		hdt	318.4	56.3	3	14	-1	0.0	1.8	968	937	K		hargrave 2021-06-10 13:33:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-7
PF18-7a	PF18-7a_LP-DIR-T	PF18-7		hdt	228.0	48.3	3	14	0	0.0	1.8	968	937	K		hargrave 2021-06-10 13:33:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-7
PF18-7a	PF18-7a_LP-DIR-T	PF18-7		lt	345.6	70.2	3	5	0	40.3	2.5	523	323	K		hargrave 2021-06-10 13:33:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-7
PF18-7a	PF18-7a_LP-DIR-T	PF18-7		hct	244.1	48.1	3	19	0	6.6	3.5	933	648	K		hargrave 2021-06-10 13:33:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-7
PF18-7a	PF18-7a_LP-DIR-T	PF18-7		hdt	270.1	2.2	3	14	100	0.0	1.8	968	937	K		hargrave 2021-06-10 13:33:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-7
PF18-7a	PF18-7a_LP-DIR-T	PF18-7		lt	322.6	-7.9	3	5	100	40.3	2.5	523	323	K		hargrave 2021-06-10 13:33:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-7
PF18-7a	PF18-7a_LP-DIR-T	PF18-7		hct	273.0	-8.2	3	19	100	6.6	3.5	933	648	K		hargrave 2021-06-10 13:33:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-7
PF18-7a	PF18-7a_LP-DIR-T	PF18-7		lt	110.9	68.9	3	5	-1	40.3	2.5	523	323	K		hargrave 2021-06-10 13:33:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-7
PF18-7a	PF18-7a_LP-DIR-T	PF18-7		hct	338.1	57.5	3	19	-1	6.6	3.5	933	648	K		hargrave 2021-06-10 13:33:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-7
PF18-7a		PF18-7																	This study			0.01445	Potato River Falls	PF18-7
PF18-80a	PF18-80a_LP-DIR-T	PF18-80		mht	281.5	-21.9	1	15	100	5.2	4.9	883	623	K		hargrave 2021-06-08 09:44:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-80
PF18-80a	PF18-80a_LP-DIR-T	PF18-80		mht	267.5	49.7	1	15	0	5.2	4.9	883	623	K		hargrave 2021-06-08 09:44:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-80
PF18-80a	PF18-80a_LP-DIR-T	PF18-80		mht	76.3	66.2	1	15	-1	5.2	4.9	883	623	K		hargrave 2021-06-08 09:44:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-80
PF18-80a		PF18-80																	This study			0.0146	Potato River Falls	PF18-80
PF18-81a	PF18-81a_LP-DIR-T	PF18-81		mht	95.8	76.5	1	13	-1	2.4	5.1	883	688	K		hargrave 2021-06-08 09:45:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-81
PF18-81a	PF18-81a_LP-DIR-T	PF18-81		mht	277.4	-17.8	1	13	100	2.4	5.1	883	688	K		hargrave 2021-06-08 09:45:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-81
PF18-81a	PF18-81a_LP-DIR-T	PF18-81		mht	258.9	49.5	1	13	0	2.4	5.1	883	688	K		hargrave 2021-06-08 09:45:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-81
PF18-81a		PF18-81																	This study			0.01354	Potato River Falls	PF18-81
PF18-82a	PF18-82a_LP-DIR-T	PF18-82		mht	274.5	-14.8	2	13	100	4.3	6.3	883	688	K		hargrave 2021-06-08 09:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-82
PF18-82a	PF18-82a_LP-DIR-T	PF18-82		lt	146.1	55.6	2	3	-1	14.4	1.5	423	323	K		hargrave 2021-06-08 09:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-82
PF18-82a	PF18-82a_LP-DIR-T	PF18-82		mht	8.4	75.8	2	13	-1	4.3	6.3	883	688	K		hargrave 2021-06-08 09:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-82
PF18-82a	PF18-82a_LP-DIR-T	PF18-82		mht	252.7	48.9	2	13	0	4.3	6.3	883	688	K		hargrave 2021-06-08 09:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-82
PF18-82a	PF18-82a_LP-DIR-T	PF18-82		lt	347.4	71.5	2	3	0	14.4	1.5	423	323	K		hargrave 2021-06-08 09:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-82
PF18-82a		PF18-82																	This study			0.01376	Potato River Falls	PF18-82
PF18-82a	PF18-82a_LP-DIR-T	PF18-82		lt	320.4	-6.5	2	3	100	14.4	1.5	423	323	K		hargrave 2021-06-08 09:46:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-82
PF18-83a		PF18-83																	This study			0.01247	Potato River Falls	PF18-83
PF18-84a	PF18-84a_LP-DIR-T	PF18-84		mt	220.2	35.1	2	4	0	6.8	3.5	853	823	K		hargrave 2021-06-08 09:49:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-84
PF18-84a	PF18-84a_LP-DIR-T	PF18-84		hdt	220.1	30.2	2	16	0	0.0	11.7	965	913	K		hargrave 2021-06-08 09:49:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-84
PF18-84a		PF18-84																	This study			0.0123	Potato River Falls	PF18-84
PF18-84a	PF18-84a_LP-DIR-T	PF18-84		hdt	0.1	75.2	2	16	-1	0.0	11.7	965	913	K		hargrave 2021-06-08 09:49:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-84
PF18-84a	PF18-84a_LP-DIR-T	PF18-84		mt	0.7	80.1	2	4	-1	6.8	3.5	853	823	K		hargrave 2021-06-08 09:49:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-84
PF18-84a	PF18-84a_LP-DIR-T	PF18-84		hdt	249.0	3.0	2	16	100	0.0	11.7	965	913	K		hargrave 2021-06-08 09:49:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-84
PF18-84a	PF18-84a_LP-DIR-T	PF18-84		mt	253.9	3.6	2	4	100	6.8	3.5	853	823	K		hargrave 2021-06-08 09:49:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-84
PF18-85a	PF18-85a_LP-DIR-T	PF18-85		hdt	187.2	21.8	2	14	-1	0.0	3.6	965	933	K		hargrave 2021-06-08 09:51:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-85
PF18-85a	PF18-85a_LP-DIR-T	PF18-85		mt	221.4	39.3	2	4	0	3.5	19.2	853	823	K		hargrave 2021-06-08 09:51:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-85
PF18-85a	PF18-85a_LP-DIR-T	PF18-85		hdt	217.1	39.6	2	14	0	0.0	3.6	965	933	K		hargrave 2021-06-08 09:51:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-85
PF18-85a	PF18-85a_LP-DIR-T	PF18-85		mt	258.2	3.2	2	4	100	3.5	19.2	853	823	K		hargrave 2021-06-08 09:51:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-85
PF18-85a		PF18-85																	This study			0.008490000000000001	Potato River Falls	PF18-85
PF18-85a	PF18-85a_LP-DIR-T	PF18-85		mt	190.8	21.7	2	4	-1	3.5	19.2	853	823	K		hargrave 2021-06-08 09:51:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-85
PF18-85a	PF18-85a_LP-DIR-T	PF18-85		hdt	258.1	6.5	2	14	100	0.0	3.6	965	933	K		hargrave 2021-06-08 09:51:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-85
PF18-86a	PF18-86a_LP-DIR-T	PF18-86		hdt	6.8	47.1	2	14	-1	0.0	3.4	965	933	K		hargrave 2021-06-08 09:52:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-86
PF18-86a	PF18-86a_LP-DIR-T	PF18-86		lt	149.1	70.3	2	3	-1	35.0	0.5	473	373	K		hargrave 2021-06-08 09:52:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-86
PF18-86a	PF18-86a_LP-DIR-T	PF18-86		hdt	217.5	36.2	2	14	0	0.0	3.4	965	933	K		hargrave 2021-06-08 09:52:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-86
PF18-86a	PF18-86a_LP-DIR-T	PF18-86		hdt	254.7	5.9	2	14	100	0.0	3.4	965	933	K		hargrave 2021-06-08 09:52:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-86
PF18-86a	PF18-86a_LP-DIR-T	PF18-86		lt	313.6	-2.6	2	3	100	35.0	0.5	473	373	K		hargrave 2021-06-08 09:52:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-86
PF18-86a	PF18-86a_LP-DIR-T	PF18-86		lt	332.8	78.3	2	3	0	35.0	0.5	473	373	K		hargrave 2021-06-08 09:52:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-86
PF18-86a		PF18-86																	This study			0.01168	Potato River Falls	PF18-86
PF18-87a	PF18-87a_LP-DIR-T	PF18-87		lt	323.7	-4.6	2	4	100	46.1	0.6	473	323	K		hargrave 2021-06-08 09:54:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-87
PF18-87a	PF18-87a_LP-DIR-T	PF18-87		hdt	221.5	35.1	2	16	0	0.0	3.2	965	913	K		hargrave 2021-06-08 09:54:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-87
PF18-87a	PF18-87a_LP-DIR-T	PF18-87		lt	358.7	70.5	2	4	0	46.1	0.6	473	323	K		hargrave 2021-06-08 09:54:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-87
PF18-87a	PF18-87a_LP-DIR-T	PF18-87		hdt	12.4	67.8	2	16	-1	0.0	3.2	965	913	K		hargrave 2021-06-08 09:54:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-87
PF18-87a	PF18-87a_LP-DIR-T	PF18-87		lt	164.7	40.2	2	4	-1	46.1	0.6	473	323	K		hargrave 2021-06-08 09:54:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-87
PF18-87a		PF18-87																	This study			0.01296	Potato River Falls	PF18-87
PF18-87a	PF18-87a_LP-DIR-T	PF18-87		hdt	254.0	2.5	2	16	100	0.0	3.2	965	913	K		hargrave 2021-06-08 09:54:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-87
PF18-88a	PF18-88a_LP-DIR-T	PF18-88		lt	357.3	76.8	2	4	0	22.7	0.7	473	323	K		hargrave 2021-06-08 09:55:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-88
