tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	weight	location	site
PF18-33a	PF18-33a_LP-DIR-T	PF18-33		lt	44.2	74.7	3	3	0	29.7	1.0	523	423	K		hargrave 2021-06-10 14:17:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-33
PF18-33a	PF18-33a_LP-DIR-T	PF18-33		mt	222.4	67.1	3	12	0	3.2	7.9	863	623	K		hargrave 2021-06-10 14:17:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-33
PF18-33a	PF18-33a_LP-DIR-T	PF18-33		hdt	281.9	12.3	3	15	100	0.0	1.8	968	933	K		hargrave 2021-06-10 14:17:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-33
PF18-33a	PF18-33a_LP-DIR-T	PF18-33		lt	327.0	9.0	3	3	100	29.7	1.0	523	423	K		hargrave 2021-06-10 14:17:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-33
PF18-33a	PF18-33a_LP-DIR-T	PF18-33		mt	288.4	7.6	3	12	100	3.2	7.9	863	623	K		hargrave 2021-06-10 14:17:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-33
PF18-33a		PF18-33																	This study			0.005379999999999999	Potato River Falls	PF18-33
PF18-34a		PF18-34																	This study			0.00856	Potato River Falls	PF18-34
PF18-34a	PF18-34a_LP-DIR-T	PF18-34		lt	323.5	-6.6	2	4	100	31.2	6.3	523	373	K		hargrave 2021-06-10 14:19:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-34
PF18-34a	PF18-34a_LP-DIR-T	PF18-34		lt	350.1	70.6	2	4	0	31.2	6.3	523	373	K		hargrave 2021-06-10 14:19:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-34
PF18-34a	PF18-34a_LP-DIR-T	PF18-34		mt	238.9	61.6	2	9	0	1.4	4.5	863	748	K		hargrave 2021-06-10 14:19:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-34
PF18-34a	PF18-34a_LP-DIR-T	PF18-34		lt	226.2	64.2	2	4	-1	31.2	6.3	523	373	K		hargrave 2021-06-10 14:19:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-34
PF18-34a	PF18-34a_LP-DIR-T	PF18-34		mt	178.6	36.6	2	9	-1	1.4	4.5	863	748	K		hargrave 2021-06-10 14:19:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-34
PF18-34a	PF18-34a_LP-DIR-T	PF18-34		mt	284.5	-0.5	2	9	100	1.4	4.5	863	748	K		hargrave 2021-06-10 14:19:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-34
PF18-35a	PF18-35a_LP-DIR-T	PF18-35		mt	284.0	-2.5	3	8	100	0.8	6.6	863	773	K		hargrave 2021-06-10 14:20:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-35
PF18-35a	PF18-35a_LP-DIR-T	PF18-35		hdt	281.4	2.8	3	10	100	0.0	7.7	953	913	K		hargrave 2021-06-10 14:20:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-35
PF18-35a	PF18-35a_LP-DIR-T	PF18-35		lt	315.4	3.2	3	3	100	25.1	1.3	523	423	K		hargrave 2021-06-10 14:20:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-35
PF18-35a	PF18-35a_LP-DIR-T	PF18-35		mt	242.3	60.4	3	8	0	0.8	6.6	863	773	K		hargrave 2021-06-10 14:20:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-35
PF18-35a	PF18-35a_LP-DIR-T	PF18-35		hdt	230.6	59.5	3	10	0	0.0	7.7	953	913	K		hargrave 2021-06-10 14:20:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-35
PF18-35a	PF18-35a_LP-DIR-T	PF18-35		mt	181.3	35.5	3	8	-1	0.8	6.6	863	773	K		hargrave 2021-06-10 14:20:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-35
PF18-35a		PF18-35																	This study			0.00927	Potato River Falls	PF18-35
PF18-35a	PF18-35a_LP-DIR-T	PF18-35		hdt	174.1	34.8	3	10	-1	0.0	7.7	953	913	K		hargrave 2021-06-10 14:20:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-35
PF18-35a	PF18-35a_LP-DIR-T	PF18-35		lt	196.0	66.1	3	3	-1	25.1	1.3	523	423	K		hargrave 2021-06-10 14:20:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-35
PF18-35a	PF18-35a_LP-DIR-T	PF18-35		lt	347.2	83.3	3	3	0	25.1	1.3	523	423	K		hargrave 2021-06-10 14:20:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-35
PF18-36a	PF18-36a_LP-DIR-T	PF18-36		mt	173.0	34.0	3	7	-1	5.2	6.7	863	793	K		hargrave 2021-06-10 14:22:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-36
PF18-36a	PF18-36a_LP-DIR-T	PF18-36		hdt	161.9	27.6	3	13	-1	0.0	10.6	961	923	K		hargrave 2021-06-10 14:22:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-36
PF18-36a	PF18-36a_LP-DIR-T	PF18-36		lt	202.9	69.5	3	5	-1	24.7	8.9	473	273	K		hargrave 2021-06-10 14:22:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-36
PF18-36a	PF18-36a_LP-DIR-T	PF18-36		lt	315.9	1.8	3	5	100	24.7	8.9	473	273	K		hargrave 2021-06-10 14:22:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-36
PF18-36a	PF18-36a_LP-DIR-T	PF18-36		hdt	216.6	47.2	3	13	0	0.0	10.6	961	923	K		hargrave 2021-06-10 14:22:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-36
PF18-36a	PF18-36a_LP-DIR-T	PF18-36		mt	230.4	54.8	3	7	0	5.2	6.7	863	793	K		hargrave 2021-06-10 14:22:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-36
PF18-36a	PF18-36a_LP-DIR-T	PF18-36		lt	344.7	81.9	3	5	0	24.7	8.9	473	273	K		hargrave 2021-06-10 14:22:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-36
PF18-36a	PF18-36a_LP-DIR-T	PF18-36		hdt	268.2	9.6	3	13	100	0.0	10.6	961	923	K		hargrave 2021-06-10 14:22:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-36
PF18-36a	PF18-36a_LP-DIR-T	PF18-36		mt	276.8	2.0	3	7	100	5.2	6.7	863	793	K		hargrave 2021-06-10 14:22:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-36
PF18-36a		PF18-36																	This study			0.012790000000000001	Potato River Falls	PF18-36
PF18-37a	PF18-37a_LP-DIR-T	PF18-37		mht	290.1	-11.7	3	13	100	9.3	7.0	893	723	K		hargrave 2021-06-10 14:23:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-37
PF18-37a	PF18-37a_LP-DIR-T	PF18-37		lt	325.3	-7.1	3	4	100	17.2	1.6	523	373	K		hargrave 2021-06-10 14:23:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-37
PF18-37a	PF18-37a_LP-DIR-T	PF18-37		hdt	281.9	5.3	3	14	100	0.0	5.4	968	937	K		hargrave 2021-06-10 14:23:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-37
PF18-37a	PF18-37a_LP-DIR-T	PF18-37		mht	264.8	60.6	3	13	0	9.3	7.0	893	723	K		hargrave 2021-06-10 14:23:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-37
PF18-37a	PF18-37a_LP-DIR-T	PF18-37		lt	353.2	69.1	3	4	0	17.2	1.6	523	373	K		hargrave 2021-06-10 14:23:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-37
PF18-37a	PF18-37a_LP-DIR-T	PF18-37		mht	204.7	32.9	3	13	-1	9.3	7.0	893	723	K		hargrave 2021-06-10 14:23:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-37
PF18-37a	PF18-37a_LP-DIR-T	PF18-37		lt	220.4	66.7	3	4	-1	17.2	1.6	523	373	K		hargrave 2021-06-10 14:23:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-37
PF18-37a		PF18-37																	This study			0.008620000000000001	Potato River Falls	PF18-37
PF18-37a	PF18-37a_LP-DIR-T	PF18-37		hdt	183.8	27.6	3	14	-1	0.0	5.4	968	937	K		hargrave 2021-06-10 14:23:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-37
PF18-37a	PF18-37a_LP-DIR-T	PF18-37		hdt	225.9	60.5	3	14	0	0.0	5.4	968	937	K		hargrave 2021-06-10 14:23:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-37
PF18-38a	PF18-38a_LP-DIR-T	PF18-38		hdt	283.9	0.6	2	11	100	0.0	11.3	968	947	K		hargrave 2021-06-10 14:25:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-38
PF18-38a	PF18-38a_LP-DIR-T	PF18-38		lt	329.8	-6.4	2	4	100	15.1	0.8	523	373	K		hargrave 2021-06-10 14:25:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-38
PF18-38a	PF18-38a_LP-DIR-T	PF18-38		lt	2.7	66.4	2	4	0	15.1	0.8	523	373	K		hargrave 2021-06-10 14:25:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-38
PF18-38a	PF18-38a_LP-DIR-T	PF18-38		hdt	190.7	36.2	2	11	-1	0.0	11.3	968	947	K		hargrave 2021-06-10 14:25:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-38
PF18-38a	PF18-38a_LP-DIR-T	PF18-38		lt	245.1	75.2	2	4	-1	15.1	0.8	523	373	K		hargrave 2021-06-10 14:25:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-38
PF18-38a		PF18-38																	This study			0.011470000000000001	Potato River Falls	PF18-38
PF18-38a	PF18-38a_LP-DIR-T	PF18-38		hdt	236.3	61.4	2	11	0	0.0	11.3	968	947	K		hargrave 2021-06-10 14:25:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-38
PF18-39a		PF18-39																	This study			0.00731	Potato River Falls	PF18-39
PF18-39a	PF18-39a_LP-DIR-T	PF18-39		hdt	192.6	35.3	3	15	-1	0.0	10.0	968	933	K		hargrave 2021-06-10 14:26:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-39
PF18-39a	PF18-39a_LP-DIR-T	PF18-39		lt	232.2	70.2	3	3	-1	20.0	0.4	523	423	K		hargrave 2021-06-10 14:26:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-39
PF18-39a	PF18-39a_LP-DIR-T	PF18-39		mht	211.9	38.0	3	11	-1	8.4	7.2	893	773	K		hargrave 2021-06-10 14:26:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-39
PF18-39a	PF18-39a_LP-DIR-T	PF18-39		hdt	252.6	64.0	3	15	0	0.0	10.0	968	933	K		hargrave 2021-06-10 14:26:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-39
PF18-39a	PF18-39a_LP-DIR-T	PF18-39		lt	5.9	66.7	3	3	0	20.0	0.4	523	423	K		hargrave 2021-06-10 14:26:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-39
PF18-39a	PF18-39a_LP-DIR-T	PF18-39		mht	285.5	60.2	3	11	0	8.4	7.2	893	773	K		hargrave 2021-06-10 14:26:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-39
PF18-39a	PF18-39a_LP-DIR-T	PF18-39		hdt	289.4	-5.1	3	15	100	0.0	10.0	968	933	K		hargrave 2021-06-10 14:26:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-39
PF18-39a	PF18-39a_LP-DIR-T	PF18-39		lt	330.3	-5.2	3	3	100	20.0	0.4	523	423	K		hargrave 2021-06-10 14:26:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-39
PF18-39a	PF18-39a_LP-DIR-T	PF18-39		mht	298.2	-18.2	3	11	100	8.4	7.2	893	773	K		hargrave 2021-06-10 14:26:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-39
PF18-3a	PF18-3a_LP-DIR-T	PF18-3		hdt	199.7	41.6	1	14	-1	0.0	2.2	968	933	K		hargrave 2021-06-10 13:28:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-3
PF18-3a	PF18-3a_LP-DIR-T	PF18-3		hdt	276.3	24.9	1	14	100	0.0	2.2	968	933	K		hargrave 2021-06-10 13:28:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-3
PF18-3a		PF18-3																	This study			0.00581	Potato River Falls	PF18-3
PF18-3a	PF18-3a_LP-DIR-T	PF18-3		hdt	191.3	52.7	1	14	0	0.0	2.2	968	933	K		hargrave 2021-06-10 13:28:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-3
PF18-40a	PF18-40a_LP-DIR-T	PF18-40		mht	287.4	-16.3	3	11	100	6.7	10.2	893	773	K		hargrave 2021-06-10 14:28:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-40
PF18-40a	PF18-40a_LP-DIR-T	PF18-40		hdt	273.4	-3.4	3	15	100	0.0	10.0	968	933	K		hargrave 2021-06-10 14:28:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-40
PF18-40a	PF18-40a_LP-DIR-T	PF18-40		lt	325.0	-4.2	3	4	100	17.7	1.8	523	373	K		hargrave 2021-06-10 14:28:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-40
PF18-40a	PF18-40a_LP-DIR-T	PF18-40		mht	267.8	55.5	3	11	0	6.7	10.2	893	773	K		hargrave 2021-06-10 14:28:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-40
PF18-40a	PF18-40a_LP-DIR-T	PF18-40		lt	218.2	64.0	3	4	-1	17.7	1.8	523	373	K		hargrave 2021-06-10 14:28:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-40
PF18-40a	PF18-40a_LP-DIR-T	PF18-40		lt	358.3	71.4	3	4	0	17.7	1.8	523	373	K		hargrave 2021-06-10 14:28:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-40
PF18-40a	PF18-40a_LP-DIR-T	PF18-40		mht	199.2	27.2	3	11	-1	6.7	10.2	893	773	K		hargrave 2021-06-10 14:28:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-40
PF18-40a	PF18-40a_LP-DIR-T	PF18-40		hdt	180.6	19.1	3	15	-1	0.0	10.0	968	933	K		hargrave 2021-06-10 14:28:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-40
PF18-40a	PF18-40a_LP-DIR-T	PF18-40		hdt	237.5	50.1	3	15	0	0.0	10.0	968	933	K		hargrave 2021-06-10 14:28:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-40
PF18-40a		PF18-40																	This study			0.00848	Potato River Falls	PF18-40
PF18-41a		PF18-41																	This study			0.006670000000000001	Potato River Falls	PF18-41
PF18-41a	PF18-41a_LP-DIR-T	PF18-41		mht	287.6	-30.1	2	14	100	1.3	5.6	903	723	K		hargrave 2021-06-10 14:32:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-41
PF18-41a	PF18-41a_LP-DIR-T	PF18-41		lt	322.9	-11.7	2	3	100	15.2	4.7	473	373	K		hargrave 2021-06-10 14:32:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-41
PF18-41a	PF18-41a_LP-DIR-T	PF18-41		lt	340.9	66.8	2	3	0	15.2	4.7	473	373	K		hargrave 2021-06-10 14:32:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-41
PF18-41a	PF18-41a_LP-DIR-T	PF18-41		mht	219.2	25.4	2	14	-1	1.3	5.6	903	723	K		hargrave 2021-06-10 14:32:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-41
PF18-41a	PF18-41a_LP-DIR-T	PF18-41		lt	230.9	62.1	2	3	-1	15.2	4.7	473	373	K		hargrave 2021-06-10 14:32:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-41
PF18-41a	PF18-41a_LP-DIR-T	PF18-41		mht	281.7	45.0	2	14	0	1.3	5.6	903	723	K		hargrave 2021-06-10 14:32:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-41
PF18-42a	PF18-42a_LP-DIR-T	PF18-42		mt	193.8	36.0	3	12	-1	1.2	6.1	873	688	K		hargrave 2021-06-10 14:33:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-42
PF18-42a	PF18-42a_LP-DIR-T	PF18-42		hdt	187.0	33.7	3	17	-1	0.0	3.5	968	913	K		hargrave 2021-06-10 14:33:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-42
PF18-42a	PF18-42a_LP-DIR-T	PF18-42		mt	235.6	58.9	3	12	0	1.2	6.1	873	688	K		hargrave 2021-06-10 14:33:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-42
PF18-42a	PF18-42a_LP-DIR-T	PF18-42		hdt	224.5	57.4	3	17	0	0.0	3.5	968	913	K		hargrave 2021-06-10 14:33:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-42
PF18-42a	PF18-42a_LP-DIR-T	PF18-42		lt	340.1	84.0	3	5	0	18.4	7.2	473	273	K		hargrave 2021-06-10 14:33:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-42
PF18-42a	PF18-42a_LP-DIR-T	PF18-42		mt	281.5	0.2	3	12	100	1.2	6.1	873	688	K		hargrave 2021-06-10 14:33:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-42
PF18-42a	PF18-42a_LP-DIR-T	PF18-42		hdt	278.8	5.6	3	17	100	0.0	3.5	968	913	K		hargrave 2021-06-10 14:33:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-42
PF18-42a	PF18-42a_LP-DIR-T	PF18-42		lt	314.4	3.3	3	5	100	18.4	7.2	473	273	K		hargrave 2021-06-10 14:33:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-42
PF18-42a		PF18-42																	This study			0.00575	Potato River Falls	PF18-42
PF18-42a	PF18-42a_LP-DIR-T	PF18-42		lt	193.6	69.0	3	5	-1	18.4	7.2	473	273	K		hargrave 2021-06-10 14:33:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-42
PF18-43a		PF18-43																	This study			0.01351	Potato River Falls	PF18-43
PF18-43a	PF18-43a_LP-DIR-T	PF18-43		mht	291.4	-19.5	2	12	100	5.1	5.2	903	773	K		hargrave 2021-06-10 14:35:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-43
PF18-43a	PF18-43a_LP-DIR-T	PF18-43		lt	219.6	69.7	2	4	-1	12.4	4.4	473	323	K		hargrave 2021-06-10 14:35:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-43
PF18-43a	PF18-43a_LP-DIR-T	PF18-43		mht	205.7	37.6	2	12	-1	5.1	5.2	903	773	K		hargrave 2021-06-10 14:35:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-43
PF18-43a	PF18-43a_LP-DIR-T	PF18-43		lt	350.4	76.2	2	4	0	12.4	4.4	473	323	K		hargrave 2021-06-10 14:35:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-43
PF18-43a	PF18-43a_LP-DIR-T	PF18-43		lt	320.1	-2.2	2	4	100	12.4	4.4	473	323	K		hargrave 2021-06-10 14:35:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-43
PF18-43a	PF18-43a_LP-DIR-T	PF18-43		mht	276.5	55.7	2	12	0	5.1	5.2	903	773	K		hargrave 2021-06-10 14:35:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-43
PF18-44b	PF18-44b_LP-DIR-T	PF18-44		lt	236.0	66.3	2	5	-1	13.4	1.4	523	323	K		hargrave 2021-06-10 14:37:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-44
PF18-44b	PF18-44b_LP-DIR-T	PF18-44		lt	354.3	68.5	2	5	0	13.4	1.4	523	323	K		hargrave 2021-06-10 14:37:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-44
PF18-44b	PF18-44b_LP-DIR-T	PF18-44		mht	283.1	54.8	2	16	0	2.0	4.5	923	723	K		hargrave 2021-06-10 14:37:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-44
PF18-44b		PF18-44																	This study			0.01054	Potato River Falls	PF18-44
PF18-44b	PF18-44b_LP-DIR-T	PF18-44		mht	209.3	36.1	2	16	-1	2.0	4.5	923	723	K		hargrave 2021-06-10 14:37:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-44
PF18-44b	PF18-44b_LP-DIR-T	PF18-44		lt	326.0	-7.2	2	5	100	13.4	1.4	523	323	K		hargrave 2021-06-10 14:37:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-44
